4312s - 2008 through 2011									
Filled Catalog Item Name: KIT - COMMAND REPEATER AND Inc Calendar Year: 									
Inc Number: Ascending order; Req Number Sort Key: Ascending order									
Inc Calendar Year: 2008									
Inc GACC Org Name: Northern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Rocky Mountain Area Coordination Center	CO-R02-000005	R02 - FY10 RADIO KIT STAGING/PREPOSITION	Preparedness/Preposition	E-7.4	Kit Command Repeater-4312-C132 (4312) (ID-FCK)	ID-FCK	"Jul 20, 2010 6:00:00 AM"	"Oct 4, 2010 6:30:00 PM"	77
Rocky Mountain Area Coordination Center	CO-R02-000005	R02 - FY10 RADIO KIT STAGING/PREPOSITION	Preparedness/Preposition	E-8.4	Kit Command Repeater-4312-C173 (4312) (ID-FCK)	ID-FCK	"Sep 8, 2010 12:20:00 PM"	"Dec 3, 2010 6:55:00 AM"	87
Rocky Mountain Area Coordination Center	CO-R02-000005	R02 - FY10 RADIO KIT STAGING/PREPOSITION	Preparedness/Preposition	E-11	Kit Command Repeater-4312-C037 (4312) (ID-FCK)	ID-FCK	"Sep 23, 2010 10:00:00 AM"	"Dec 6, 2010 12:00:00 AM"	75
Fort Collins Interagency Dispatch Center	CO-RMP-000197	COW CREEK	Fire - Wildfire	E-2.4	Kit Command Repeater-4312-C092 (4312) (ID-FCK)	ID-FCK	"Jun 26, 2010 11:00:00 AM"	"Jul 4, 2010 12:00:00 PM"	9
Montrose Interagency Dispatch Center	CO-UPD-000032	BEAVER	Fire - Wildfire	E-11.4	Kit Command Repeater-4312-C031 (4312) (ID-FCK)	ID-FCK	"May 23, 2010 12:00:00 PM"	"May 30, 2010 8:25:00 AM"	8
Grand Junction Air Center	CO-WRF-000178	MEADOW CREEK	Fire - Wildfire	E-9.4	Kit Command Repeater-4312-C023 (4312) (ID-FCK)	ID-FCK	"Jul 19, 2010 7:00:00 AM"	"Aug 2, 2010 8:00:00 AM"	15
Grand Junction Air Center	CO-WRF-000178	MEADOW CREEK	Fire - Wildfire	E-21	Kit Command Repeater-4312-C083 (4312) (ID-FCK)	ID-FCK	"Jul 24, 2010 7:50:00 AM"	"Aug 2, 2010 8:00:00 AM"	10
Grand Junction Air Center	CO-WRF-000178	MEADOW CREEK	Fire - Wildfire	E-23	Kit Command Repeater-4312-C103 - (C10) (4312) (ID-FCK)	ID-FCK	"Jul 26, 2010 5:30:00 PM"	"Aug 2, 2010 8:00:00 AM"	8
Great Plains Interagency Dispatch Center	SD-PRA-100546	4 BABES	Fire - Wildfire	E-3	Kit Command Repeater-4312-C171 (4312) (ID-FCK)	ID-FCK	"Sep 4, 2010 5:30:00 PM"	"Oct 21, 2010 8:00:00 PM"	48
Great Plains Interagency Dispatch Center	SD-PRA-100546	4 BABES	Fire - Wildfire	E-4	Kit Command Repeater-4312-C142 - (C8) (4312) (ID-FCK)	ID-FCK	"Sep 5, 2010 5:30:00 PM"	"Oct 6, 2010 8:35:00 AM"	32
Great Plains Interagency Dispatch Center	SD-PRA-100546	4 BABES	Fire - Wildfire	E-6	Kit Command Repeater-4312-C135 - (C8) (4312) (ID-FCK)	ID-FCK	"Sep 6, 2010 3:10:00 PM"	"Oct 21, 2010 8:00:00 PM"	46
Inc GACC Org Name: Southern Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Arkansas-Oklahoma Interagency Coordination Center	AR-OUF-010078	CREEK COMPLEX	Fire - Wildfire	E-1.4	KIt Command Repeater-4312-C067 (4312) (ID-FCK)	ID-FCK	"Aug 13, 2010 8:40:00 PM"	"Aug 24, 2010 3:30:00 PM"	12
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-1.4	Kit Command Repeater-4312-C131 (4312) (ID-FCK)	ID-FCK	"Oct 1, 2010 8:00:00 AM"	"Dec 5, 2010 4:40:00 PM"	66
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-2.4	Kit Command Repeater-4312-C052 (4312) (ID-FCK)	ID-FCK	"Oct 1, 2010 8:00:00 AM"	"Dec 5, 2010 4:50:00 PM"	66
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-8.4	Kit Command Repeater-4312-C221 (4312) (ID-FCK)	ID-FCK	"Oct 17, 2010 11:00:00 AM"	"Dec 3, 2010 7:00:00 AM"	48
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-6.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Dec 15, 2010 8:25:15 AM"	"Mar 27, 2011 7:00:00 PM"	103
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-7.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Dec 15, 2010 8:30:16 AM"	"Feb 20, 2011 12:00:00 PM"	68
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-8.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Feb 22, 2011 8:34:29 AM"	"Mar 26, 2011 4:00:00 PM"	33
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-10.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Mar 26, 2011 5:01:50 PM"	"Apr 11, 2011 10:00:00 PM"	17
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-11.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Mar 26, 2011 5:02:13 PM"	"Apr 11, 2011 3:00:00 PM"	17
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-12.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C084-00 / S017 (ID-GBK)	ID-GBK	"Apr 11, 2011 4:55:00 PM"	"Apr 19, 2011 3:00:00 PM"	9
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-13.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 12, 2011 7:00:00 AM"	"Apr 14, 2011 12:05:00 AM"	2
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-13.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 12, 2011 7:00:00 AM"	"Apr 14, 2011 12:05:00 AM"	3
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-14.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 13, 2011 8:12:07 AM"	"Apr 19, 2011 4:00:00 PM"	7
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-15.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 18, 2011 7:00:41 AM"	"Apr 30, 2011 4:00:00 PM"	13
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-16.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C042-00 / S021 (ID-GBK)	ID-GBK	"Apr 18, 2011 7:01:01 AM"	"May 8, 2011 7:00:00 PM"	21
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-17.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C065-00 / RS026 (ID-GBK)	ID-GBK	"Apr 29, 2011 8:15:51 PM"	"May 7, 2011 7:30:00 PM"	9
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-18.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C195-00 / RS029 (ID-GBK)	ID-GBK	"May 7, 2011 9:11:25 AM"	"Jun 8, 2011 9:00:00 AM"	33
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-19.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C037-00 / RS030 (ID-GBK)	ID-GBK	"May 8, 2011 7:47:36 AM"	"Sep 6, 2011 3:00:00 PM"	122
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-20.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 7, 2011 12:00:00 PM"	"Jun 8, 2011 2:05:00 PM"	2
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-21.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C021-00 / RS045 (ID-GBK)	ID-GBK	"Jun 7, 2011 11:11:58 AM"	"Jun 20, 2011 12:00:00 PM"	14
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-22.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C134-00 / RS053 (ID-GBK)	ID-GBK	"Jun 15, 2011 4:14:44 PM"	"Jun 17, 2011 11:00:00 PM"	3
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-23.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C033-00 / RS055 (ID-GBK)	ID-GBK	"Jun 19, 2011 5:46:47 PM"	"Aug 9, 2011 8:00:00 AM"	52
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-34.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C171-00 / RS075 (ID-GBK)	ID-GBK	"Aug 12, 2011 7:55:16 AM"	"Sep 3, 2011 2:00:00 AM"	23
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-35.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C044-00 / RS106 (ID-GBK)	ID-GBK	"Sep 5, 2011 5:07:07 PM"	"Sep 9, 2011 12:00:00 PM"	5
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-36.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C122-00 / RS112 (ID-GBK)	ID-GBK	"Sep 7, 2011 6:20:46 PM"	"Sep 30, 2011 3:50:12 PM"	24
Southern Area Coordination Center	GA-R08-201102	FY 2011 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	S-37.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C193-00 / RS116 (ID-GBK)	ID-GBK	"Sep 8, 2011 3:27:14 PM"	"Sep 30, 2011 3:51:44 PM"	23
SE Louisiana Refuge Dispatch	LA-DLR-201001	MS CANYON 252 OIL SPILL	Hazard - Biological/Toxic	E-31.4	Kit Command Repeater-4312-C084  (4312) (ID-FCK)	ID-FCK	"May 29, 2010 6:10:00 PM"	"Sep 17, 2010 5:00:00 PM"	112
Louisiana Interagency Coordination Center	LA-KIF-011009	WRANGLER	Fire - Wildfire	E-1	Kit Command Repeater-04312-C077 (4312) (ID-FCK)	ID-FCK	"Oct 14, 2010 8:00:00 PM"	"Nov 22, 2010 4:30:00 PM"	40
Louisiana Interagency Coordination Center	LA-KIF-011009	WRANGLER	Fire - Wildfire	E-24.4	Kit Command Repeater-4312-C131 (4312) (ID-FCK)	ID-FCK	"Oct 15, 2010 3:00:00 PM"	"Oct 26, 2010 12:40:00 PM"	12
Arkansas-Oklahoma Interagency Coordination Center	OK-WMR-010003	NORTH MOUNTAIN	Fire - Wildfire	E-7.10	Kit Command Repeater-4312-C104 (4312) (ID-FCK)	ID-FCK	"Aug 14, 2010 12:00:00 PM"	"Aug 19, 2010 10:00:00 AM"	6
Texas Interagency Coordination Center	TX-TXS-011004	WEST TEXAS I.A.	Fire - Wildfire	S-200480	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"May 26, 2011 7:07:59 PM"	"Jun 10, 2011 12:00:00 PM"	16
Texas Interagency Coordination Center	TX-TXS-011004	WEST TEXAS I.A.	Fire - Wildfire	S-200489	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 3, 2011 4:50:00 PM"	"Jun 14, 2011 6:00:00 PM"	12
Texas Interagency Coordination Center	TX-TXS-011004	WEST TEXAS I.A.	Fire - Wildfire	S-200518	004312 - KIT - COMMAND REPEATER / 4312-FCK-C112-00 (ID-GBK)	ID-GBK	"Jun 10, 2011 11:45:00 AM"	"Dec 1, 2011 6:00:00 AM"	175
Inc GACC Org Name: Southern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
San Bernardino Interagency ECC	CA-CDD-011175	INDIAN	Fire - Wildfire	E-18.4	Kit Command Repeater-4312-C181 (4312) (ID-FCK)	ID-FCK	"Jul 19, 2010 10:15:00 AM"	"Jul 23, 2010 5:00:00 PM"	5
San Bernardino Interagency ECC	CA-CDD-016176	GLAMIS THANKSGIVING 2010	Fire - Wildfire	E-10	Kit Command Repeater-4312-C123 (4312) (ID-FCK)	ID-FCK	"Nov 8, 2010 1:30:00 PM"	"Dec 1, 2010 7:55:00 AM"	24
San Bernardino Interagency ECC	CA-CDD-018984	GLAMIS NEW YEARS 2011	Program Support - Law Enforce	E-7	Kit Command Repeater-4312-C123 (4312) (ID-FCK)	ID-FCK	"Dec 1, 2010 7:55:00 AM"	"Dec 3, 2010 7:55:00 AM"	3
San Bernardino Interagency ECC	CA-CDD-018984	GLAMIS NEW YEARS 2011	Program Support - Law Enforce	S-7	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Dec 9, 2010 1:19:01 PM"	"Jan 9, 2011 12:20:00 PM"	32
Monte Vista Interagency ECC	CA-CNF-000482	FIRESCHOOL MCP2010	Fire - Wildfire	E-1	Kit Command Repeater-4312-C197 - (C9) (ID-FCK)	ID-FCK	"May 18, 2010 12:55:00 PM"	"Jun 23, 2010 4:10:00 PM"	37
Monte Vista Interagency ECC	CA-CNF-000482	FIRESCHOOL MCP2010	Fire - Wildfire	E-2	Kit Command Repeater-4312-C103 - (C10) (ID-FCK)	ID-FCK	"May 18, 2010 12:50:00 PM"	"Jun 23, 2010 4:10:00 PM"	37
Monte Vista Interagency ECC	CA-CNF-000482	FIRESCHOOL MCP2010	Fire - Wildfire	E-3	Kit Command Repeater-4312-C146 (C8) (ID-FCK)	ID-FCK	"May 18, 2010 12:50:00 PM"	"Jun 23, 2010 4:10:00 PM"	37
Ash Mountain ECC	CA-KNP-000039	SHEEP	Fire - Wildfire	E-12	Kit Command Repeater-4312-C126 - (C35) tone 7 (4312) (ID-FCK)	ID-FCK	"Aug 31, 2010 8:40:00 AM"	"Oct 15, 2010 4:55:00 PM"	46
Ash Mountain ECC	CA-KNP-000039	SHEEP	Fire - Wildfire	E-13	Kit Command Repeater-4312-C017 - (C35) tone 6 (4312) (ID-FCK)	ID-FCK	"Aug 31, 2010 8:40:00 AM"	"Oct 15, 2010 4:55:00 PM"	46
Kern County ECC	CA-KRN-024500	POST	Fire - Wildfire	E-64.4	Kit Command Repeater-4312-C005 (4312) (ID-FCK)	ID-FCK	"Aug 25, 2010 9:30:00 AM"	"Aug 29, 2010 10:00:00 AM"	5
Los Padres ECC	CA-LPF-000380	"S-258; COMT COURSE- VANDENBERG AFB, CA"	Training - Simulation	E-1	Kit Command Repeater-4312-C071 - (C8) (ID-FCK)	ID-FCK	"Feb 11, 2010 4:00:00 PM"	"Mar 11, 2010 12:00:00 AM"	29
Los Padres ECC	CA-LPF-000380	"S-258; COMT COURSE- VANDENBERG AFB, CA"	Training - Simulation	E-2	Kit Command Repeater-4312-C043 (4312) (ID-FCK)	ID-FCK	"Feb 11, 2010 4:00:00 PM"	"Mar 11, 2010 12:00:00 AM"	29
Los Padres ECC	CA-LPF-000380	"S-258; COMT COURSE- VANDENBERG AFB, CA"	Training - Simulation	E-3	Kit Command Repeater-4312-C005 (4312) (ID-FCK)	ID-FCK	"Feb 11, 2010 4:00:00 PM"	"Mar 11, 2010 12:00:00 AM"	29
Los Padres ECC	CA-LPF-000380	"S-258; COMT COURSE- VANDENBERG AFB, CA"	Training - Simulation	E-4	Kit Command Repeater-4312-C107 (4312) (ID-FCK)	ID-FCK	"Feb 11, 2010 4:00:00 PM"	"Mar 11, 2010 12:00:00 AM"	29
Los Padres ECC	CA-LPF-001454	LPF EMERGENCY RADIO BACKUP	Preparedness/Preposition	E-1.4	Kit Command Repeater-4312-C202 (4312) (ID-FCK)	ID-FCK	"May 26, 2010 10:15:00 AM"	"Aug 7, 2010 8:00:00 AM"	74
Los Padres ECC	CA-LPF-002599	POZO	Fire - Wildfire	E-1.4	Kit Command Repeater-4312-C143 (4312) (ID-FCK)	ID-FCK	"Aug 22, 2010 1:20:00 AM"	"Aug 26, 2010 5:00:00 PM"	5
Los Padres ECC	CA-LPF-002599	POZO	Fire - Wildfire	E-79	Kit Command Repeater-4312-C103 - (C10) (4312) (ID-FCK)	ID-FCK	"Aug 23, 2010 6:50:00 AM"	"Aug 26, 2010 5:00:00 PM"	4
Monte Vista Interagency ECC	CA-MVU-009309	MONTE	Fire - Wildfire	E-66.4	Kit Command Repeater-4312-C182 (4312) (ID-FCK)	ID-FCK	"Aug 22, 2010 9:30:00 AM"	"Aug 25, 2010 4:35:00 PM"	4
Monte Vista Interagency ECC	CA-MVU-009767	COWBOY	Fire - Wildfire	E-71.4	Kit Command Repeater-4312-C212 (4312) (ID-FCK)	ID-FCK	"Sep 3, 2010 2:30:00 PM"	"Sep 7, 2010 2:10:00 PM"	5
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-1.4	Kit Command Repeater-4312-C032 (4312) (ID-FCK)	ID-FCK	"Jul 19, 2010 7:05:00 PM"	"Jul 27, 2010 3:30:00 AM"	9
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-2.4	Kit Command Repeater-4312-C173 (4312) (ID-FCK)	ID-FCK	"Jul 19, 2010 7:05:00 PM"	"Aug 30, 2010 7:00:00 PM"	43
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-3.4	Kit Command Repeater-4312-C064 (4312) (ID-FCK)	ID-FCK	"Jul 27, 2010 5:30:00 PM"	"Sep 24, 2010 1:00:00 PM"	60
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-4.4	Kit Command Repeater-4312-C005 (4312) (ID-FCK)	ID-FCK	"Aug 1, 2010 6:10:00 PM"	"Sep 24, 2010 2:50:00 PM"	55
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-5.4	Kit Command Repeater-4312-C143 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2010 7:00:00 AM"	"Aug 30, 2010 7:00:00 PM"	29
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-6.4	Kit Command Repeater-4312-C182 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2010 7:00:00 AM"	"Aug 30, 2010 8:00:00 PM"	29
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-7.4	Kit Command Repeater-4312-C155 (4312) (ID-FCK)	ID-FCK	"Sep 1, 2010 6:40:00 PM"	"Dec 3, 2010 6:10:00 AM"	94
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-8.4	Kit Command Repeater-4312-C212 (4312) (ID-FCK)	ID-FCK	"Sep 1, 2010 6:40:00 PM"	"Sep 24, 2010 2:50:00 PM"	24
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-10.4	Kit Command Repeater-4312-C081 (4312) (ID-FCK)	ID-FCK	"Sep 24, 2010 6:00:00 AM"	"Dec 3, 2010 6:10:00 AM"	71
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-11.4	Kit Command Repeater-4312-C062 (4312) (ID-FCK)	ID-FCK	"Sep 24, 2010 6:00:00 AM"	"Dec 3, 2010 5:50:00 AM"	71
Southern California Coordination Center	CA-OSC-000043	OSC FY 2010 RADIO PREPOSITION	Preparedness/Preposition	E-12.4	Kit Command Repeater-4312-C024  (4312) (ID-FCK)	ID-FCK	"Sep 24, 2010 6:00:00 AM"	"Dec 3, 2010 6:05:00 AM"	71
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C062-00 / S097 (ID-GBK)	ID-GBK	"Dec 16, 2010 12:09:45 PM"	"Jul 23, 2011 8:00:00 AM"	220
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-2.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C024-00 / S098 (ID-GBK)	ID-GBK	"Dec 16, 2010 12:10:05 PM"	"Sep 11, 2011 10:00:00 PM"	270
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-3.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C155-00 / S093 (ID-GBK)	ID-GBK	"Dec 16, 2010 12:10:22 PM"	"Aug 8, 2011 6:00:00 PM"	236
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-4.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C081-00 / S096 (ID-GBK)	ID-GBK	"Dec 16, 2010 12:10:42 PM"	"Aug 26, 2011 7:15:00 AM"	254
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-6.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C035-00 / RS068 (ID-GBK)	ID-GBK	"Jul 25, 2011 12:44:20 PM"	"Sep 5, 2011 7:00:00 PM"	43
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-7.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C173-00 / RS072 (ID-GBK)	ID-GBK	"Aug 9, 2011 1:27:06 PM"	"Aug 30, 2011 8:30:00 AM"	22
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-8.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C152-00 / RS100 (ID-GBK)	ID-GBK	"Aug 31, 2011 12:52:07 PM"	"Sep 11, 2011 12:00:00 PM"	12
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-10.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C173-00 / RS072 (ID-GBK)	ID-GBK	"Aug 31, 2011 12:10:00 PM"	"Sep 4, 2011 12:00:00 PM"	5
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-11.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C071-00 / RS107 (ID-GBK)	ID-GBK	"Sep 5, 2011 7:03:57 PM"	"Sep 11, 2011 1:00:00 PM"	7
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-12.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C141-00 / RS121 (ID-GBK)	ID-GBK	"Sep 13, 2011 10:19:33 AM"	"Oct 2, 2011 8:00:00 PM"	20
Southern California Coordination Center	CA-OSC-000071	OSC FY2011 RADIO PREPOSITION	Preparedness/Preposition	S-13.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C067-00 / RS122 (ID-GBK)	ID-GBK	"Sep 12, 2011 2:30:00 PM"	"Dec 19, 2011 3:00:00 PM"	99
Central California ECC	CA-SQF-002701	BULL	Fire - Wildfire	E-20.4	Kit Command Repeater-4312-C032 (4312) (ID-FCK)	ID-FCK	"Jul 26, 2010 10:30:00 PM"	"Aug 3, 2010 4:00:00 PM"	9
Central California ECC	CA-SQF-002701	BULL	Fire - Wildfire	E-21	Kit Command Repeater-4312-C086 - (C9) (4312) (ID-FCK)	ID-FCK	"Jul 27, 2010 5:30:00 PM"	"Aug 3, 2010 4:00:00 PM"	8
Central California ECC	CA-SQF-002701	BULL	Fire - Wildfire	E-160	Kit Command Repeater-4312-C066 (4312) (ID-FCK)	ID-FCK	"Jul 28, 2010 8:30:00 AM"	"Aug 3, 2010 4:00:00 PM"	7
Central California ECC	CA-SQF-003564	CANYON	Fire - Wildfire	E-42.4	Kit Command Repeater-4312-C064 (4312) (ID-FCK)	ID-FCK	"Sep 13, 2010 6:00:00 AM"	"Sep 20, 2010 3:30:00 PM"	8
Central California ECC	CA-SQF-003564	CANYON	Fire - Wildfire	E-130	Kit Command Repeater-4312-C026 (4312) (ID-FCK)	ID-FCK	"Sep 14, 2010 11:50:00 AM"	"Sep 19, 2010 3:30:00 PM"	6
Central California ECC	CA-SQF-003564	CANYON	Fire - Wildfire	E-191	Kit Command Repeater-4312-C046 (4312) (ID-FCK)	ID-FCK	"Sep 15, 2010 6:45:00 PM"	"Sep 19, 2010 3:30:00 PM"	5
Yosemite ECC	CA-YNP-002777	SLOPE	Fire - Wildfire	E-3	Kit Command Repeater-4312-C165 - (C27)  (4312) (ID-FCK)	ID-FCK	"Aug 3, 2010 6:45:00 PM"	"Oct 6, 2010 8:55:00 AM"	65
Yosemite ECC	CA-YNP-002777	SLOPE	Fire - Wildfire	E-4	Kit Command Repeater-4312-C157 - (C28) (4312) (ID-FCK)	ID-FCK	"Aug 3, 2010 6:45:00 PM"	"Oct 6, 2010 9:00:00 AM"	65
Inc GACC Org Name: Southwest Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Arizona Interagency Dispatch Center	AZ-A2S-100038	TRANSPORTATION SUPPORT OF 3307EM-AZ	Public Assist - Community	E-1.2	Kit Command Repeater-4312-C025 (4312) (ID-FCK)	ID-FCK	"Jan 26, 2010 11:30:00 AM"	"Feb 6, 2010 11:00:00 AM"	12
Arizona Interagency Dispatch Center	AZ-A2S-100038	TRANSPORTATION SUPPORT OF 3307EM-AZ	Public Assist - Community	E-3	Kit Command Repeater-4312-C166 (ID-FCK)	ID-FCK	"Jan 26, 2010 11:30:00 AM"	"Feb 6, 2010 11:05:00 AM"	12
Show Low Interagency Dispatch Center	AZ-ASF-100095	BOGGY	Fire - Wildfire	E-7.4	Kit Command Repeater-4312-C075 (4312) (ID-FCK)	ID-FCK	"Jun 11, 2010 4:00:00 AM"	"Jun 19, 2010 4:00:00 PM"	9
